ORGÃO SUPERIOR CONTRATANTE;FORMA DE CONTRATAÇÃO;GRUPO DE OBJETO DE CONTRATAÇÃO;NOME DO FORNECEDOR;CPF / CNPJ DO FORNECEDOR;UF DO FORNECEDOR;VALOR CONTRATADO;CNAE PRINCIPAL;DESCRIÇÃO DA ATIVIDADE
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;IMPERIAL RONDONIA FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS LTDA;09.134.888/0001-20;RO;R$ 84.376,32;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;MG;R$ 83.500,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;SCHNEIDER AUTO PECAS LTDA;89.503.106/0001-11;RS;R$ 82.378,68;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;GRANLIMP LIMPEZA E CONSERVACAO EIRELI;23.501.536/0001-96;MS;R$ 82.250,04;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;NORTE XPRESS TRANSPORTES SERVICOS EIRELI;11.140.110/0001-75;AC;R$ 81.300,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;NORTE XPRESS TRANSPORTES SERVICOS EIRELI;11.140.110/0001-75;AC;R$ 81.300,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;RJ;R$ 81.066,80;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;M M RODRIGUES EIRELI;26.519.663/0001-00;DF;R$ 81.026,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;RJ;R$ 80.784,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;ROSEMERI WENDT E CIA LTDA;04.925.768/0001-27;RS;R$ 79.612,24;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;DURATEC IMPERMEABILIZACAO E SERVICOS EMPRESARIAIS EIRELI;26.177.283/0001-35;SP;R$ 79.140,92;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;PERILLO ENGENHARIA E GEOLOGIA - EIRELI;09.477.765/0001-91;SP;R$ 79.004,76;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;ITS TELECOMUNICACOES LTDA;08.772.214/0001-98;BA;R$ 78.980,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;IMPRESSIONE SOLUCOES EM COPIAS E IMPRESSOES LTDA;10.953.726/0001-00;RN;R$ 77.736,24;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;34.028.316/0013-47;GO;R$ 77.640,20;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI;12.039.966/0001-11;SP;R$ 77.207,92;;
MINISTERIO DA ECONOMIA;Pregão;Outros;REPROS SOLUCOES EM DOCUMENTOS EIRELI;07.346.326/0001-14;MG;R$ 77.180,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;ORBENK ADMINISTRACAO E SERVICOS LTDA.;79.283.065/0001-41;SC;R$ 76.928,16;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;BRASIL FORTE - VIGILANCIA E SEGURANCA LTDA;05.290.522/0001-99;RJ;R$ 75.964,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;S L DOS R MORAES EIRELI;07.928.761/0001-57;AM;R$ 74.583,36;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;RJ;R$ 74.504,83;;
MINISTERIO DA ECONOMIA;Pregão;Obras;PERILLO ENGENHARIA E GEOLOGIA - EIRELI;09.477.765/0001-91;SP;R$ 74.353,45;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;05.340.639/0001-30;SP;R$ 72.367,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;MENDEX NETWORKS TELECOMUNICACOES LTDA;08.219.232/0001-47;SP;R$ 72.000,00;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI;12.039.966/0001-11;SP;R$ 71.956,15;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;SETOPAR - SERVICOS TERCEIRIZADOS DO OESTE DO PARANA LTDA;03.637.701/0001-24;PR;R$ 71.400,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;METROPOLIS COMERCIO E  IMPORTACAO E EXPORTACAO LTDA;07.569.652/0001-90;MA;R$ 71.250,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;ALLGED SOLUCOES DE TI LTDA.;23.226.948/0001-65;RS;R$ 71.150,40;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;RENOVA CONSTRUCOES E PAISAGISMO LTDA ME;13.777.340/0001-75;MS;R$ 70.934,19;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;RENOVA CONSTRUCOES E PAISAGISMO LTDA ME;13.777.340/0001-75;MS;R$ 70.456,73;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;GED PRESTADORA DE SERVICOS GERAIS LTDA;13.697.422/0001-00;MS;R$ 69.900,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Obras;WPJ ENGENHARIA E CONTRUCOES LTDA;12.241.224/0001-74;SC;R$ 69.398,14;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;FABRICA GESTAO DE PESSOAS E SERVICOS DE APOIO EIRELI;11.517.550/0001-07;CE;R$ 69.262,32;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;ORBENK ADMINISTRACAO E SERVICOS LTDA.;79.283.065/0001-41;SC;R$ 67.561,92;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OFFICE COMERCIO E SERVICOS EIRELI;19.234.161/0001-78;PA;R$ 67.335,70;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;VISION EMPREENDIMENTOS EIRELI;09.327.728/0001-05;AP;R$ 67.199,96;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;34.028.316/7101-51;SP;R$ 65.547,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;GENTE SEGURADORA SA;90.180.605/0001-02;RS;R$ 64.000,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;RJ;R$ 63.532,49;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;UNIVERSIDADE PATATIVA DO ASSARE;05.342.580/0001-19;CE;R$ 63.000,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;FONSECA MARTINS COMERCIO DE GAS - EIRELI;00.961.053/0001-79;GO;R$ 61.068,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ELEVADORES VILLARTA LTDA;54.222.401/0001-15;SP;R$ 60.900,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;GD - GESTAO & DESENVOLVIMENTO EMPRESARIAL LTDA;05.457.572/0001-18;DF;R$ 60.603,85;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;R&A COMERCIO DE EQUIPAMENTOS TELEFONICOS LTDA;54.561.071/0001-92;SP;R$ 59.970,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;INOVAR SERVICOS CORPORATIVOS LTDA;27.189.662/0001-08;CE;R$ 59.966,16;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ARGO BAHIA SERVICOS E EMPREEENDIMENTOS EIRELI;11.211.475/0001-43;BA;R$ 59.641,04;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;COMMANDO SEGURANCA ELETRONICA LTDA;11.369.367/0001-01;MG;R$ 59.620,50;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;DRAGAO DE CAMPOS ELETRO DIESEL LTDA;31.447.055/0002-59;RJ;R$ 59.350,00;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;M. R. S. DA ROCHA;10.415.328/0001-22;DF;R$ 56.999,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;RJ;R$ 56.780,68;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;AGUA NOBRE DISTRIBUIDORA DE GAS E BEBIDAS  LTDA;10.535.296/0001-07;PR;R$ 56.503,98;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;AGENCIA DE INTEGRACAO EMPRESA ESCOLA LTDA;01.406.617/0001-74;MG;R$ 56.284,86;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;PETBRAZIL CLINICA VETERINARIA LTDA;01.781.151/0001-97;PR;R$ 56.000,80;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;RJ;R$ 55.440,53;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;VISION EMPREENDIMENTOS EIRELI;09.327.728/0001-05;AP;R$ 53.300,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;BRASIL SERVICOS DE TELECOMUNICACOES LTDA;07.756.651/0001-55;RS;R$ 52.543,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ASSUM PRETO PRODUCOES CULTURAIS E COMERCIO DE MATERIAIS PARA USO MEDICO EIRELI;10.462.477/0001-42;CE;R$ 51.998,42;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;N. E N. REFRIGERACAO LTDA;14.100.831/0001-40;AC;R$ 51.175,75;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais, Serviços;SPLIT SERVICE REFRIGERACAO COMERCIO E SERVICOS LTDA;11.048.879/0001-68;PA;R$ 50.508,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;SCREEN SAVER INFORMATICA LTDA;01.800.080/0001-22;BA;R$ 50.498,80;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;ARTONHO CLIMATIZACAO E COMERCIO LTDA;03.851.228/0001-83;SC;R$ 50.200,00;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;09.168.704/0001-42;DF;R$ 50.000,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;OI MOVEL S.A. - EM RECUPERACAO JUDICIAL;05.423.963/0001-11;DF;R$ 50.000,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ATENAS ELEVADORES LTDA;10.658.360/0001-39;SP;R$ 49.980,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OFFICE COMERCIO E SERVICOS EIRELI;19.234.161/0001-78;PA;R$ 49.194,22;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ARPLAN ENGENHARIA TERMICA LTDA;24.198.681/0001-02;RN;R$ 48.000,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;REPAV ROSARIO EDIFICACOES E PAVIMENTACAO LTDA;24.195.851/0001-03;RN;R$ 48.000,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;LIMPAR LIMPEZA E CONSERVACAO LTDA;08.775.721/0001-85;PA;R$ 47.870,64;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;HONIX ELEVADORES, MANUTENCAO E COMERCIO LTDA;21.051.130/0001-23;DF;R$ 47.520,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;M F CHIABAI COMERCIO E SERVICOS;29.180.997/0001-90;ES;R$ 47.299,92;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;LG. ADMINISTRADORA DE SERVICOS EIRELI;05.427.994/0001-40;PR;R$ 46.419,60;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;RJ;R$ 46.227,71;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;OI MOVEL S.A. - EM RECUPERACAO JUDICIAL;05.423.963/0001-11;DF;R$ 45.095,20;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;RJ;R$ 44.813,04;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;CONAMA CONSTRUCOES AMAPAENSE LTDA;14.533.285/0001-30;AP;R$ 44.049,48;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ON SERVICE SERVICOS ESPECIALIZADOS LTDA;14.867.166/0001-14;GO;R$ 43.850,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;NELISE F. PRADO & CIA LTDA;01.294.164/0001-31;MT;R$ 43.488,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;RENOVA CONSTRUCOES E PAISAGISMO LTDA ME;13.777.340/0001-75;MS;R$ 43.267,48;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA;00.422.333/0001-09;DF;R$ 42.615,88;;
MINISTERIO DA ECONOMIA;Pregão;Outros;ALLGED SOLUCOES DE TI LTDA.;23.226.948/0001-65;RS;R$ 42.009,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;R M LEITE EIRELI;13.052.046/0001-04;RO;R$ 42.000,00;;
MINISTERIO DA ECONOMIA;Sem Informação;Outros;AR FREE COMERCIO DE EQUIPAMENTOS ELETRO ELETRONICOS EIRELI;03.895.171/0002-03;MS;R$ 41.924,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;DIRETIVA PATRIMONIAL LTDA;03.363.962/0001-01;PR;R$ 41.717,52;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;CLARO S.A.;40.432.544/0001-47;SP;R$ 41.356,80;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;NORTE XPRESS TRANSPORTES SERVICOS EIRELI;11.140.110/0001-75;AC;R$ 40.650,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;FK GRUPO S/A;55.088.157/0001-02;SP;R$ 40.239,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;34.028.316/8056-16;RR;R$ 40.000,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ATENAS ELEVADORES LTDA;10.658.360/0001-39;SP;R$ 39.600,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;SERVEBEM CONSERVACAO E LIMPEZA DE PREDIOS EIRELI;15.309.324/0001-83;PB;R$ 39.241,86;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OFFICE COMERCIO E SERVICOS EIRELI;19.234.161/0001-78;PA;R$ 39.192,78;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;SM & P CONSTRUCAO E COMERCIO LTDA;35.779.324/0001-54;TO;R$ 38.956,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;FABRICA GESTAO DE PESSOAS E SERVICOS DE APOIO EIRELI;11.517.550/0001-07;CE;R$ 38.853,96;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;CEMIG DISTRIBUICAO S.A;06.981.180/0001-16;MG;R$ 38.759,64;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;RJ;R$ 38.307,12;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;LINCE - SEGURANCA PATRIMONIAL LTDA.;10.364.152/0002-08;RS;R$ 38.259,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;A M J COMERCIO DE GAS GLP LTDA;06.991.581/0001-57;AL;R$ 37.999,20;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;SBDC - SOCIEDADE BRASILEIRA DE DESENVOLVIMENTO COMPORTAMENTAL LTDA;14.238.056/0001-93;RS;R$ 37.905,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ELEVADORES OTIS LTDA;29.739.737/0005-36;MG;R$ 37.800,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;R B F EMPREENDIMENTOS E SERVICOS EIRELI;09.193.807/0001-62;AP;R$ 37.504,92;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;R B F EMPREENDIMENTOS E SERVICOS EIRELI;09.193.807/0001-62;AP;R$ 37.108,20;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;SERRA MOBILE INDUSTRIA E COMERCIO LTDA;07.875.146/0001-20;RS;R$ 36.962,23;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ORBENK ADMINISTRACAO E SERVICOS LTDA.;79.283.065/0001-41;SC;R$ 36.476,54;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;WS SERVICOS E COMERCIO EIRELI;29.260.268/0001-44;SE;R$ 36.098,88;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;R B F EMPREENDIMENTOS E SERVICOS EIRELI;09.193.807/0001-62;AP;R$ 35.989,08;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;R B F EMPREENDIMENTOS E SERVICOS EIRELI;09.193.807/0001-62;AP;R$ 35.650,68;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;TMS COMERCIO E LOCACAO DE PURIFICADORES EIRELI;09.114.027/0001-80;MG;R$ 35.620,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;VETT - VIA EXPRESS TECNOLOGIA E TELECOMUNICACOES LTDA;11.743.904/0001-23;MS;R$ 35.208,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;LIMPAR LIMPEZA E CONSERVACAO LTDA;08.775.721/0001-85;PA;R$ 34.940,76;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;ABC SERVICOS GERAIS EIRELI;08.531.933/0001-17;GO;R$ 34.934,06;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;IMPERIAL RONDONIA FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS LTDA;09.134.888/0001-20;RO;R$ 34.929,60;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;AGNELO CONSTRUCOES EIRELI;13.546.319/0001-69;PA;R$ 34.190,00;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;MANAUS AMBIENTAL S.A.;03.264.927/0001-27;AM;R$ 34.079,49;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;JOAO SIMOES DO CARMO;40.964.157/0001-51;PB;R$ 33.945,62;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;NORTE XPRESS TRANSPORTES SERVICOS EIRELI;11.140.110/0001-75;AC;R$ 33.050,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;CIPLAC LETREIROS COMUNICACAO VISUAL LTDA;01.095.215/0001-04;GO;R$ 32.600,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;VISION EMPREENDIMENTOS EIRELI;09.327.728/0001-05;AP;R$ 32.399,92;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;CONSTRAP EIRELI;10.330.342/0001-23;AP;R$ 32.101,42;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;07.432.517/0001-07;SP;R$ 31.100,69;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;GLAGIO DO BRASIL PROTECAO BALISTICA EIRELI;66.260.415/0001-02;MG;R$ 30.692,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;NORTE - CENTRO DE DISTRIBUICAO DE MERCADORIAS EM GERAL LTDA;21.813.150/0001-94;AC;R$ 30.520,92;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;ORBENK ADMINISTRACAO E SERVICOS LTDA.;79.283.065/0001-41;SC;R$ 30.037,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;AMPHER SOLUCOES EM ENGENHARIA E SERVICOS EIRELI;32.656.420/0001-17;RJ;R$ 29.925,47;;
MINISTERIO DA ECONOMIA;Pregão;Materiais;REAL MIX COMERCIO VAREJISTA LTDA;00.446.627/0001-70;PE;R$ 29.549,25;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;ORBENK ADMINISTRACAO E SERVICOS LTDA.;79.283.065/0001-41;SC;R$ 28.789,56;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;ITS TELECOMUNICACOES LTDA;08.772.214/0001-98;BA;R$ 28.180,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;E W T BRASIL ELEVADORES LTDA;20.810.747/0001-12;PR;R$ 28.000,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;VISION EMPREENDIMENTOS EIRELI;09.327.728/0001-05;AP;R$ 27.899,85;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;OI MOVEL S.A. - EM RECUPERACAO JUDICIAL;05.423.963/0001-11;DF;R$ 27.852,80;;
MINISTERIO DA ECONOMIA;Pregão;Outros;PRINT & COPY EQUIPAMENTOS E SERVICOS LTDA;01.798.250/0001-81;MS;R$ 26.928,00;;
MINISTERIO DA ECONOMIA;Pregão;Materiais;BOAVENTURA CAFES ESPECIAIS EIRELI;24.252.228/0001-37;MG;R$ 26.278,25;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;SEM LIMITES COMERCIO E SERVICOS LTDA;00.398.551/0001-55;MS;R$ 26.000,00;;
MINISTERIO DA ECONOMIA;Pregão;Materiais;EMPRESA DE MINERAL AQUALEVE LTDA;19.879.327/0001-03;RS;R$ 25.720,80;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;SIGMAFONE TELECOMUNICACOES LTDA;78.766.151/0001-42;PR;R$ 25.710,93;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;MIRANDA TURISMO E REPRESENTACOES LTDA;24.929.614/0001-10;DF;R$ 25.450,12;;
MINISTERIO DA ECONOMIA;Pregão;Materiais, Serviços;MIRO TRANSPORTE E MANUTENCOES LTDA.;25.310.084/0001-90;RS;R$ 25.387,00;;
MINISTERIO DA ECONOMIA;Tomada de Preços;Obras;DI PISA ENGENHARIA E CONSULTORIA LTDA;27.864.977/0001-03;SP;R$ 24.979,51;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;CG SUL SERVICOS LTDA;12.578.927/0001-92;MS;R$ 24.000,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;PORTAL COMERCIO DE ALIMENTOS LTDA;21.883.765/0001-97;AL;R$ 23.580,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;TELEFONICA BRASIL S.A.;02.558.157/0001-62;SP;R$ 23.520,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;SIGMAFONE TELECOMUNICACOES LTDA;78.766.151/0001-42;PR;R$ 23.455,46;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;TOP ARCONDICIONADO LTDA;07.111.745/0001-77;PI;R$ 23.200,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ALGAR TELECOM S/A;71.208.516/0001-74;MG;R$ 23.068,88;;
MINISTERIO DA ECONOMIA;Pregão;Materiais;L N DA COSTA;05.360.995/0001-15;PA;R$ 23.008,44;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Outros;ACRONET CORPORATIVO COMERCIO E SERVICOS EIRELI;15.512.542/0001-10;RO;R$ 22.410,00;;
